1,1,3.0,881250949
1,11,2.0,881251577
1,93,4.0,881251843
1,222,5.0,881251820
1,292,3.0,881251911
1,303,4.0,881251954
1,322,2.0,881251820
1,330,4.0,881251820
1,378,4.0,881251728
1,381,4.0,881251021
1,390,5.0,881251753
1,424,3.0,881251842
1,433,2.0,881251955
1,439,5.0,881252017
1,467,4.0,881251143
1,488,3.0,881251884
1,492,3.0,881250949
1,513,5.0,881251753
1,522,1.0,881252305
1,523,3.0,881251274
1,529,4.0,881251863
1,551,5.0,881251911
1,633,2.0,881252056
1,657,4.0,881252090
1,666,3.0,881251753
1,835,5.0,881252017
1,948,4.0,881252128
1,1007,4.0,881252110
1,1046,3.0,881251642
2,2,3.0,891717742
2,11,4.0,891719774
2,19,5.0,879023632
2,24,2.0,879023242
2,26,4.0,891719775
2,27,3.0,879024535
2,32,5.0,891719859
2,44,3.0,891717806
2,50,4.0,879023115
2,52,5.0,879022927
2,61,1.0,879022858
2,78,2.0,879023934
2,86,3.0,889818331
2,88,5.0,879023643
2,96,3.0,879024099
2,115,4.0,879023894
2,137,3.0,879023677
2,141,5.0,879023607
2,146,4.0,891719775
2,150,3.0,879024346
2,152,4.0,879023390
2,154,3.0,879023073
2,157,5.0,879023460
2,158,1.0,879720880
2,173,5.0,879023694
2,191,2.0,879023242
2,198,1.0,879023751
2,202,4.0,879024014
2,205,4.0,879023073
2,217,3.0,879023460
2,229,3.0,879023390
2,244,3.0,891717938
2,247,4.0,891719775
2,281,3.0,891718820
2,298,1.0,879023460
2,299,4.0,879023073
2,306,1.0,879023607
2,310,5.0,879024535
2,350,2.0,879023819
2,369,4.0,879023985
2,371,1.0,879023272
2,381,4.0,891717690
2,404,2.0,879023074
2,417,3.0,879023242
2,427,4.0,879024014
2,434,4.0,879024535
2,444,4.0,879024148
2,447,2.0,879023390
2,453,4.0,891719774
2,470,5.0,879023529
2,477,5.0,879023663
2,492,1.0,889818094
2,507,5.0,879023529
2,517,3.0,879023273
2,531,4.0,891719775
2,544,5.0,879023723
2,586,3.0,879720962
2,609,3.0,889817888
2,628,3.0,879023571
2,653,5.0,879022858
2,747,5.0,879023693
2,749,5.0,879023529
2,756,2.0,891717690
2,759,5.0,879023664
2,784,5.0,879023663
2,801,3.0,879023152
2,802,4.0,879023599
2,852,3.0,891718700
2,865,4.0,879023529
2,891,4.0,889817888
2,896,5.0,879023723
2,900,4.0,891719775
2,926,4.0,891718038
2,951,4.0,891717761
2,971,5.0,879023152
2,1103,4.0,879023677
2,1105,3.0,879023968
2,1153,4.0,891719774
2,1194,3.0,879023882
2,1199,1.0,879023599
2,1249,2.0,879023968
2,1450,2.0,891718530
3,3,1.0,878887116
3,7,3.0,878888066
3,9,4.0,878887062
3,13,4.0,878887925
3,15,1.0,878888228
3,23,5.0,878887680
3,24,4.0,878887983
3,26,3.0,878888107
3,35,5.0,878886607
3,45,4.0,878886449
3,47,3.0,878888025
3,48,5.0,878886571
3,53,5.0,878887765
3,56,3.0,878887413
3,59,5.0,878887869
3,63,4.0,878888026
3,77,2.0,878887925
3,89,4.0,878886423
3,94,4.0,878886518
3,96,1.0,878886262
3,97,5.0,878886607
3,102,5.0,878887765
3,106,4.0,878886647
3,107,4.0,878886750
3,113,4.0,878887810
3,115,4.0,878887869
3,137,1.0,878888067
3,141,4.0,878887869
3,147,2.0,878887983
3,157,4.0,878887765
3,158,5.0,878886261
3,159,5.0,878886479
3,162,4.0,878887680
3,167,4.0,878886682
3,180,5.0,878886480
3,183,4.0,878887810
3,188,1.0,878886307
3,190,5.0,878887869
3,198,1.0,878888066
3,199,4.0,878886710
3,202,4.0,878887810
3,209,4.0,878887925
3,218,5.0,878887680
3,222,5.0,878886423
3,227,1.0,878886571
3,248,5.0,878886607
3,254,4.0,878888067
3,259,4.0,878886607
3,297,4.0,878887925
3,306,5.0,878888251
3,308,5.0,878886368
3,309,3.0,878887116
3,322,5.0,878886368
3,325,4.0,878886682
3,329,4.0,878887227
3,330,5.0,878886423
3,333,3.0,878886845
3,343,3.0,878886518
3,355,4.0,878888026
3,358,5.0,878887765
3,360,5.0,878887680
3,363,4.0,878887186
3,364,3.0,878887277
3,367,4.0,878886710
3,368,5.0,878886517
3,369,5.0,878888184
3,374,5.0,878887869
3,415,3.0,878887112
3,418,4.0,878887157
